seed,speed,altitude
2082983879,549.6351068043851,14572.162475168563
320061916,425.970573617028,17496.33496450199
1789747476,430.4031001432937,14063.631547840789
2134697025,415.7676693684581,30461.03250671674
758829100,363.9547200771499,23277.658459378275
1325753763,367.67300756507143,16273.080812746342
242968116,442.2923987459366,13787.100206147043
2097912014,376.28185861850943,11077.487710985957
898179192,407.18166724754064,24644.65217527008
106991640,391.61101615747884,11339.938371596483
1211459789,360.45678957840283,19015.32560833905
641732865,540.8406224187229,13536.45968616804
1734597429,462.37474539654136,14297.904557414062
1525688105,359.68613858181556,20208.110889342337
1916467219,434.01795112170885,25102.680522363597
508148960,498.5625393581797,28302.359255590207
683812094,526.8211997786184,29195.309780828702
1408415097,366.32610418078883,19581.436000609337
875868389,501.2996596737215,20689.497878701397
33013554,474.392727849709,22191.700143132897
9724610,506.6536511491921,16708.359084837168
1820309860,531.8493449163875,12960.422203681846
1976890731,454.4387950783602,33813.93302702988
1885627664,539.0992561166836,17504.828778433002
364647241,488.09715820887794,18644.20145206274
1281264505,397.22599406953094,17906.989552058236
47794916,356.8472948174404,10668.58377544108
777481719,418.99116714448303,27956.424176210672
975169512,400.49465625146667,21529.945736507372
404483853,445.7600650960102,10445.147206184365
1096126370,470.92336864961953,25726.727743084397
2113890699,472.1056096384179,15831.699590939694
1676440995,494.021067945898,34380.929959619025
560361524,417.8601183176072,34756.046407021
1695812587,529.4711774273806,12839.62165343237
1990187385,493.12925923714465,19827.739564543488
1131956177,404.40183543116785,31071.528306701875
1117997595,386.55640216577734,24137.10713042738
1269742241,388.79460843566056,10088.441164739403
1304484505,354.7097545918418,29434.531663503243
1627896861,373.3673985533782,21908.278381283024
1055159681,506.7442119461102,23084.526793216
189673690,535.1277364487814,28413.820998813786
1013881346,491.53292559858346,30890.690253915607
1966252490,370.09990331469675,33289.357249396504
1937087053,519.0355932029275,23435.520635809145
432603565,363.02941563129457,20288.926129566207
887316867,421.8173879803274,20540.558347687853
1464421063,512.5364529963744,21135.67888001288
484766877,459.55499169973,26481.542982646675
291447455,380.5669836922844,12477.169075717098
1589569226,497.5420196443566,26757.9985613833
2014115964,510.30279901799435,31576.250080205227
1359263151,435.81148580394853,10233.660233496483
1552084756,392.8855012550999,32743.55328439988
1779499239,517.9829427988933,27798.985456269216
415257933,441.4984605246562,33094.675940771886
378361570,520.5230253888627,29652.611647192127
1184019527,524.5446848417529,32514.403996481575
1644028661,398.8551107359809,27199.80330949917
1569560355,378.93251307322817,17228.694772398532
577212421,515.7026958484377,18854.29464988395
1434684949,479.9827759612988,24477.581801458036
532474815,429.20664472414717,18270.033659338205
1232063847,444.51839665535084,32433.48661817305
724782099,394.10583003156194,33666.4539907252
232302627,481.7681409405777,25321.30846115329
74899365,478.27782153430496,20908.266271375112
619375947,484.37947713250173,27408.17026734751
1162529489,547.0336875297228,16001.135528610266
1828806409,543.208211572338,18442.90748671454
2030821110,534.626582032339,11667.85177236512
142092368,410.2778235519981,34298.97669744811
146304668,480.0419526064747,31766.60286693785
804294850,465.0593783275884,26914.59431414995
1086394859,406.2971486924164,27677.001526199787
810373361,463.4503318565145,30003.71316333886
1843482745,438.6803454003267,18031.11984617243
840966089,395.8800587055301,29917.051792944145
1716994651,531.0674357369267,26047.585803481925
1059752260,448.55819787088734,12105.239101127512
1902694953,460.6764688706126,23729.668646509992
1022435373,420.5904971668439,11878.178119009654
1739284088,452.1657300315745,31969.617406760626
852989120,469.0519630871662,16173.757642283806
458093582,537.9770914380257,22886.853235084378
1385335403,451.4332925949094,21401.9500960478
278182971,350.4639489751563,14658.997500856114
1312099452,468.01762293088245,19606.260068951367
1518635906,458.25634122361276,11528.356656275188
344271947,356.48553659052044,28971.600234212598
1650542121,455.13262239828384,15279.246921424467
328471861,485.3996536492741,13177.228172737166
260952230,413.20582804209846,12685.530405151772
121981093,384.3213423349598,30311.6295803966
954222403,448.06269290810303,28710.056334977417
733748615,544.664575454259,21690.320328170557
1873443450,423.3775744022232,34160.53141708963
602326657,378.0873251464022,13666.428947057448
63978787,431.97213166771763,24915.082813122703
1480187099,545.0853451547716,17037.416333043904
702796787,402.4282985500821,31417.743784868184
661720244,368.3941267609876,26316.85035960136
1603291261,476.1410404528212,23836.893903246597
2050834691,489.3418533925303,33525.009800595566
998044631,495.40105470154975,25877.364143228566
466935522,521.748509954496,16595.612514630455
925504357,526.3999501653362,25582.584421913794
1174533826,387.31294380054436,15199.377625073499
1252334145,372.9041328151633,19174.999727008468
546541828,504.31614241450586,14843.028308584073
2067693050,437.4028463659479,24229.5317528092
165578619,514.7657271857415,28799.86147543663
1415075885,428.32186228746843,30636.399453558737
665017426,509.394195068758,22495.63965530914
203687811,351.67453142698497,22580.660964130966
1368759803,409.3755395962613,32095.924569194915
1497948950,413.9342087513577,15522.645602757957
940909962,503.0135250214895,34896.80537762431
1768103659,381.7414371374346,10879.103644296873
